C*******************************************************************************
C
C                          IWFM DEMAND CALCULATOR (IDC)
C                              *** Version 2.1 ***
C
C*******************************************************************************
C
C                            LAND USE DATA FILE
C
C
C             Project :    CALSIM 3.0 Development
C             Filename:    ExistLandUse.dat
C
C******************************************************************************
C                          File Description
C
C   This data file contains the time series data for the area of each
C   agricultural crop, urban and native vegetation area in each subregion.
C
C*******************************************************************************
C                           Land Use Data Specifications
C
C   FACTLN;   Conversion factor for land use area
C   DSSFL ;   The name of the DSS file for data input
C              * Leave blank if DSS file is not used for data input
C
C----------------------------------------------------------------------------------------
C         VALUE                                      DESCRIPTION
C----------------------------------------------------------------------------------------
         43560.0                                     / FACTLN
         .\inputDSS\CS3_LandUseDU.dss                              / DSSFL
C----------------------------------------------------------------------------------------
C                             Land Use Data
C                         (READ FROM THIS FILE)
C
C   List the land use data below, if it will not be read from a DSS file
C   (i.e. DSSFL is left blank above).
C
C   ITLN ;   Time
C   IREGN;   Subregion number
C   AREA ;   Area of each land use type [L^2]
C              1:Crop 1 ; 2:Crop 2 ; 3:Crop 3 ..... NCROP:Crop NCROP ; NCROP+1:Urban ; NCROP+2:Native veg.
C
C  **************************************************************** LU DOCUMENTATION ************************************************
C  **** Values taken from CalSim-III Hydrology Development Project report Table 7-7 Irrigated Crop Acreage by Demand Unit Sacramento River Hydrologic Region ****
C  **** The following assumptions were made to match land use values with latest DU list and names
C	MWH Provided DU acreage	04/22/10	LandUsebyDemandUnit_04.22.10.xlsx
C						IDC DU Name
C		     				8S_NA1
C		                 		8S_NA2
C						9_PR
C						11_PR
C		                                11_SA3
C		 				11_SA4
C						16_NA1
C						16_NA2
C						20_NA1
C						20_NA2
C						24_NA2
C						24_NA3
C  **** RICE ACREAGE HAS BEEN ZEROED-OUT AND IS ACCOUNTED FOR IN RICE POST-PROCESSOR ONLY
C  **********************************************************************************************************************************
C--------------------------------------------------------------------------------------------
C   ITLN             IREGN     AREA[1]    AREA[2]  .....  AREA[NCROP+2]
C----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
C                                                               AREA
C----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
C			IREGN	AL	AP	CO	CR	CU	DB	FI	GR	OG	OR	PA	PO	RI	SB	SF	SO	TH	TM	TR	VI	UR	NV
	64	16		/CALSIM/12_NU1_SO/LANDUSE//1MON/EXISTING/
	64	17		/CALSIM/12_NU1_TH/LANDUSE//1MON/EXISTING/
	64	18		/CALSIM/12_NU1_TM/LANDUSE//1MON/EXISTING/
	64	19		/CALSIM/12_NU1_TR/LANDUSE//1MON/EXISTING/
	64	20		/CALSIM/12_NU1_VI/LANDUSE//1MON/EXISTING/
	64	21		/CALSIM/12_NU1_UR/LANDUSE//1MON/EXISTING/
	64	22		/CALSIM/12_NU1_NV/LANDUSE//1MON/EXISTING/
	65	1		/CALSIM/12_NU2_AL/LANDUSE//1MON/EXISTING/
	65	2		/CALSIM/12_NU2_AP/LANDUSE//1MON/EXISTING/
	65	3		/CALSIM/12_NU2_CO/LANDUSE//1MON/EXISTING/
	65	4		/CALSIM/12_NU2_CR/LANDUSE//1MON/EXISTING/
	65	5		/CALSIM/12_NU2_CU/LANDUSE//1MON/EXISTING/
	65	6		/CALSIM/12_NU2_DB/LANDUSE//1MON/EXISTING/
	65	7		/CALSIM/12_NU2_FI/LANDUSE//1MON/EXISTING/
	65	8		/CALSIM/12_NU2_GR/LANDUSE//1MON/EXISTING/
	65	9		/CALSIM/12_NU2_OG/LANDUSE//1MON/EXISTING/
	65	10		/CALSIM/12_NU2_OR/LANDUSE//1MON/EXISTING/
	65	11		/CALSIM/12_NU2_PA/LANDUSE//1MON/EXISTING/
	65	12		/CALSIM/12_NU2_PO/LANDUSE//1MON/EXISTING/
	65	13		/CALSIM/12_NU2_RI/LANDUSE//1MON/EXISTING/
	65	14		/CALSIM/12_NU2_SB/LANDUSE//1MON/EXISTING/
	65	15		/CALSIM/12_NU2_SF/LANDUSE//1MON/EXISTING/
	65	16		/CALSIM/12_NU2_SO/LANDUSE//1MON/EXISTING/
	65	17		/CALSIM/12_NU2_TH/LANDUSE//1MON/EXISTING/
	65	18		/CALSIM/12_NU2_TM/LANDUSE//1MON/EXISTING/
	65	19		/CALSIM/12_NU2_TR/LANDUSE//1MON/EXISTING/
	65	20		/CALSIM/12_NU2_VI/LANDUSE//1MON/EXISTING/
	65	21		/CALSIM/12_NU2_UR/LANDUSE//1MON/EXISTING/
	65	22		/CALSIM/12_NU2_NV/LANDUSE//1MON/EXISTING/
	66	1		/CALSIM/13_NA_AL/LANDUSE//1MON/EXISTING/
	66	2		/CALSIM/13_NA_AP/LANDUSE//1MON/EXISTING/
	66	3		/CALSIM/13_NA_CO/LANDUSE//1MON/EXISTING/
	66	4		/CALSIM/13_NA_CR/LANDUSE//1MON/EXISTING/
	66	5		/CALSIM/13_NA_CU/LANDUSE//1MON/EXISTING/
	66	6		/CALSIM/13_NA_DB/LANDUSE//1MON/EXISTING/
	66	7		/CALSIM/13_NA_FI/LANDUSE//1MON/EXISTING/
	66	8		/CALSIM/13_NA_GR/LANDUSE//1MON/EXISTING/
	66	9		/CALSIM/13_NA_OG/LANDUSE//1MON/EXISTING/
	66	10		/CALSIM/13_NA_OR/LANDUSE//1MON/EXISTING/
	66	11		/CALSIM/13_NA_PA/LANDUSE//1MON/EXISTING/
	66	12		/CALSIM/13_NA_PO/LANDUSE//1MON/EXISTING/
	66	13		/CALSIM/13_NA_RI/LANDUSE//1MON/EXISTING/
	66	14		/CALSIM/13_NA_SB/LANDUSE//1MON/EXISTING/
	66	15		/CALSIM/13_NA_SF/LANDUSE//1MON/EXISTING/
	66	16		/CALSIM/13_NA_SO/LANDUSE//1MON/EXISTING/
	66	17		/CALSIM/13_NA_TH/LANDUSE//1MON/EXISTING/
	66	18		/CALSIM/13_NA_TM/LANDUSE//1MON/EXISTING/
	66	19		/CALSIM/13_NA_TR/LANDUSE//1MON/EXISTING/
	66	20		/CALSIM/13_NA_VI/LANDUSE//1MON/EXISTING/
	66	21		/CALSIM/13_NA_UR/LANDUSE//1MON/EXISTING/
	66	22		/CALSIM/13_NA_NV/LANDUSE//1MON/EXISTING/
	67	1		/CALSIM/13_NU1_AL/LANDUSE//1MON/EXISTING/
	67	2		/CALSIM/13_NU1_AP/LANDUSE//1MON/EXISTING/
	67	3		/CALSIM/13_NU1_CO/LANDUSE//1MON/EXISTING/
	67	4		/CALSIM/13_NU1_CR/LANDUSE//1MON/EXISTING/
	67	5		/CALSIM/13_NU1_CU/LANDUSE//1MON/EXISTING/
	67	6		/CALSIM/13_NU1_DB/LANDUSE//1MON/EXISTING/
	67	7		/CALSIM/13_NU1_FI/LANDUSE//1MON/EXISTING/
	67	8		/CALSIM/13_NU1_GR/LANDUSE//1MON/EXISTING/
	67	9		/CALSIM/13_NU1_OG/LANDUSE//1MON/EXISTING/
	67	10		/CALSIM/13_NU1_OR/LANDUSE//1MON/EXISTING/
	67	11		/CALSIM/13_NU1_PA/LANDUSE//1MON/EXISTING/
	67	12		/CALSIM/13_NU1_PO/LANDUSE//1MON/EXISTING/
	67	13		/CALSIM/13_NU1_RI/LANDUSE//1MON/EXISTING/
	67	14		/CALSIM/13_NU1_SB/LANDUSE//1MON/EXISTING/
	67	15		/CALSIM/13_NU1_SF/LANDUSE//1MON/EXISTING/
	67	16		/CALSIM/13_NU1_SO/LANDUSE//1MON/EXISTING/
	67	17		/CALSIM/13_NU1_TH/LANDUSE//1MON/EXISTING/
	67	18		/CALSIM/13_NU1_TM/LANDUSE//1MON/EXISTING/
	67	19		/CALSIM/13_NU1_TR/LANDUSE//1MON/EXISTING/
	67	20		/CALSIM/13_NU1_VI/LANDUSE//1MON/EXISTING/
	67	21		/CALSIM/13_NU1_UR/LANDUSE//1MON/EXISTING/
	67	22		/CALSIM/13_NU1_NV/LANDUSE//1MON/EXISTING/
	68	1		/CALSIM/13_NU2_AL/LANDUSE//1MON/EXISTING/
	68	2		/CALSIM/13_NU2_AP/LANDUSE//1MON/EXISTING/
	68	3		/CALSIM/13_NU2_CO/LANDUSE//1MON/EXISTING/
	68	4		/CALSIM/13_NU2_CR/LANDUSE//1MON/EXISTING/
	68	5		/CALSIM/13_NU2_CU/LANDUSE//1MON/EXISTING/
	68	6		/CALSIM/13_NU2_DB/LANDUSE//1MON/EXISTING/
	68	7		/CALSIM/13_NU2_FI/LANDUSE//1MON/EXISTING/
	68	8		/CALSIM/13_NU2_GR/LANDUSE//1MON/EXISTING/
	68	9		/CALSIM/13_NU2_OG/LANDUSE//1MON/EXISTING/
	68	10		/CALSIM/13_NU2_OR/LANDUSE//1MON/EXISTING/
	68	11		/CALSIM/13_NU2_PA/LANDUSE//1MON/EXISTING/
	68	12		/CALSIM/13_NU2_PO/LANDUSE//1MON/EXISTING/
	68	13		/CALSIM/13_NU2_RI/LANDUSE//1MON/EXISTING/
	68	14		/CALSIM/13_NU2_SB/LANDUSE//1MON/EXISTING/
	68	15		/CALSIM/13_NU2_SF/LANDUSE//1MON/EXISTING/
	68	16		/CALSIM/13_NU2_SO/LANDUSE//1MON/EXISTING/
	68	17		/CALSIM/13_NU2_TH/LANDUSE//1MON/EXISTING/
	68	18		/CALSIM/13_NU2_TM/LANDUSE//1MON/EXISTING/
	68	19		/CALSIM/13_NU2_TR/LANDUSE//1MON/EXISTING/
	68	20		/CALSIM/13_NU2_VI/LANDUSE//1MON/EXISTING/
	68	21		/CALSIM/13_NU2_UR/LANDUSE//1MON/EXISTING/
	68	22		/CALSIM/13_NU2_NV/LANDUSE//1MON/EXISTING/
	69	1		/CALSIM/14_NA_AL/LANDUSE//1MON/EXISTING/
	69	2		/CALSIM/14_NA_AP/LANDUSE//1MON/EXISTING/
	69	3		/CALSIM/14_NA_CO/LANDUSE//1MON/EXISTING/
	69	4		/CALSIM/14_NA_CR/LANDUSE//1MON/EXISTING/
	69	5		/CALSIM/14_NA_CU/LANDUSE//1MON/EXISTING/
	69	6		/CALSIM/14_NA_DB/LANDUSE//1MON/EXISTING/
	69	7		/CALSIM/14_NA_FI/LANDUSE//1MON/EXISTING/
	69	8		/CALSIM/14_NA_GR/LANDUSE//1MON/EXISTING/
	69	9		/CALSIM/14_NA_OG/LANDUSE//1MON/EXISTING/
	69	10		/CALSIM/14_NA_OR/LANDUSE//1MON/EXISTING/
	69	11		/CALSIM/14_NA_PA/LANDUSE//1MON/EXISTING/
	69	12		/CALSIM/14_NA_PO/LANDUSE//1MON/EXISTING/
	69	13		/CALSIM/14_NA_RI/LANDUSE//1MON/EXISTING/
	69	14		/CALSIM/14_NA_SB/LANDUSE//1MON/EXISTING/
	69	15		/CALSIM/14_NA_SF/LANDUSE//1MON/EXISTING/
	69	16		/CALSIM/14_NA_SO/LANDUSE//1MON/EXISTING/
	69	17		/CALSIM/14_NA_TH/LANDUSE//1MON/EXISTING/
	69	18		/CALSIM/14_NA_TM/LANDUSE//1MON/EXISTING/
	69	19		/CALSIM/14_NA_TR/LANDUSE//1MON/EXISTING/
	69	20		/CALSIM/14_NA_VI/LANDUSE//1MON/EXISTING/
	69	21		/CALSIM/14_NA_UR/LANDUSE//1MON/EXISTING/
	69	22		/CALSIM/14_NA_NV/LANDUSE//1MON/EXISTING/
	70	1		/CALSIM/14_NU_AL/LANDUSE//1MON/EXISTING/
	70	2		/CALSIM/14_NU_AP/LANDUSE//1MON/EXISTING/
	70	3		/CALSIM/14_NU_CO/LANDUSE//1MON/EXISTING/
	70	4		/CALSIM/14_NU_CR/LANDUSE//1MON/EXISTING/
	70	5		/CALSIM/14_NU_CU/LANDUSE//1MON/EXISTING/
	70	6		/CALSIM/14_NU_DB/LANDUSE//1MON/EXISTING/
	70	7		/CALSIM/14_NU_FI/LANDUSE//1MON/EXISTING/
	70	8		/CALSIM/14_NU_GR/LANDUSE//1MON/EXISTING/
	70	9		/CALSIM/14_NU_OG/LANDUSE//1MON/EXISTING/
	70	10		/CALSIM/14_NU_OR/LANDUSE//1MON/EXISTING/
	70	11		/CALSIM/14_NU_PA/LANDUSE//1MON/EXISTING/
	70	12		/CALSIM/14_NU_PO/LANDUSE//1MON/EXISTING/
	70	13		/CALSIM/14_NU_RI/LANDUSE//1MON/EXISTING/
	70	14		/CALSIM/14_NU_SB/LANDUSE//1MON/EXISTING/
	70	15		/CALSIM/14_NU_SF/LANDUSE//1MON/EXISTING/
	70	16		/CALSIM/14_NU_SO/LANDUSE//1MON/EXISTING/
	70	17		/CALSIM/14_NU_TH/LANDUSE//1MON/EXISTING/
	70	18		/CALSIM/14_NU_TM/LANDUSE//1MON/EXISTING/
	70	19		/CALSIM/14_NU_TR/LANDUSE//1MON/EXISTING/
	70	20		/CALSIM/14_NU_VI/LANDUSE//1MON/EXISTING/
	70	21		/CALSIM/14_NU_UR/LANDUSE//1MON/EXISTING/
	70	22		/CALSIM/14_NU_NV/LANDUSE//1MON/EXISTING/
	71	1		/CALSIM/15N_NA1_AL/LANDUSE//1MON/EXISTING/
	71	2		/CALSIM/15N_NA1_AP/LANDUSE//1MON/EXISTING/
	71	3		/CALSIM/15N_NA1_CO/LANDUSE//1MON/EXISTING/
	71	4		/CALSIM/15N_NA1_CR/LANDUSE//1MON/EXISTING/
	71	5		/CALSIM/15N_NA1_CU/LANDUSE//1MON/EXISTING/
	71	6		/CALSIM/15N_NA1_DB/LANDUSE//1MON/EXISTING/
	71	7		/CALSIM/15N_NA1_FI/LANDUSE//1MON/EXISTING/
	71	8		/CALSIM/15N_NA1_GR/LANDUSE//1MON/EXISTING/
	71	9		/CALSIM/15N_NA1_OG/LANDUSE//1MON/EXISTING/
	71	10		/CALSIM/15N_NA1_OR/LANDUSE//1MON/EXISTING/
	71	11		/CALSIM/15N_NA1_PA/LANDUSE//1MON/EXISTING/
	71	12		/CALSIM/15N_NA1_PO/LANDUSE//1MON/EXISTING/
	71	13		/CALSIM/15N_NA1_RI/LANDUSE//1MON/EXISTING/
	71	14		/CALSIM/15N_NA1_SB/LANDUSE//1MON/EXISTING/
	71	15		/CALSIM/15N_NA1_SF/LANDUSE//1MON/EXISTING/
	71	16		/CALSIM/15N_NA1_SO/LANDUSE//1MON/EXISTING/
	71	17		/CALSIM/15N_NA1_TH/LANDUSE//1MON/EXISTING/
	71	18		/CALSIM/15N_NA1_TM/LANDUSE//1MON/EXISTING/
	71	19		/CALSIM/15N_NA1_TR/LANDUSE//1MON/EXISTING/
	71	20		/CALSIM/15N_NA1_VI/LANDUSE//1MON/EXISTING/
	71	21		/CALSIM/15N_NA1_UR/LANDUSE//1MON/EXISTING/
	71	22		/CALSIM/15N_NA1_NV/LANDUSE//1MON/EXISTING/
	72	1		/CALSIM/15N_NA2_AL/LANDUSE//1MON/EXISTING/
	72	2		/CALSIM/15N_NA2_AP/LANDUSE//1MON/EXISTING/
	72	3		/CALSIM/15N_NA2_CO/LANDUSE//1MON/EXISTING/
	72	4		/CALSIM/15N_NA2_CR/LANDUSE//1MON/EXISTING/
	72	5		/CALSIM/15N_NA2_CU/LANDUSE//1MON/EXISTING/
	72	6		/CALSIM/15N_NA2_DB/LANDUSE//1MON/EXISTING/
	72	7		/CALSIM/15N_NA2_FI/LANDUSE//1MON/EXISTING/
	72	8		/CALSIM/15N_NA2_GR/LANDUSE//1MON/EXISTING/
	72	9		/CALSIM/15N_NA2_OG/LANDUSE//1MON/EXISTING/
	72	10		/CALSIM/15N_NA2_OR/LANDUSE//1MON/EXISTING/
	72	11		/CALSIM/15N_NA2_PA/LANDUSE//1MON/EXISTING/
	72	12		/CALSIM/15N_NA2_PO/LANDUSE//1MON/EXISTING/
	72	13		/CALSIM/15N_NA2_RI/LANDUSE//1MON/EXISTING/
	72	14		/CALSIM/15N_NA2_SB/LANDUSE//1MON/EXISTING/
	72	15		/CALSIM/15N_NA2_SF/LANDUSE//1MON/EXISTING/
	72	16		/CALSIM/15N_NA2_SO/LANDUSE//1MON/EXISTING/
	72	17		/CALSIM/15N_NA2_TH/LANDUSE//1MON/EXISTING/
	72	18		/CALSIM/15N_NA2_TM/LANDUSE//1MON/EXISTING/
	72	19		/CALSIM/15N_NA2_TR/LANDUSE//1MON/EXISTING/
	72	20		/CALSIM/15N_NA2_VI/LANDUSE//1MON/EXISTING/
	72	21		/CALSIM/15N_NA2_UR/LANDUSE//1MON/EXISTING/
	72	22		/CALSIM/15N_NA2_NV/LANDUSE//1MON/EXISTING/
	73	1		/CALSIM/15N_SA_AL/LANDUSE//1MON/EXISTING/
	73	2		/CALSIM/15N_SA_AP/LANDUSE//1MON/EXISTING/
	73	3		/CALSIM/15N_SA_CO/LANDUSE//1MON/EXISTING/
	73	4		/CALSIM/15N_SA_CR/LANDUSE//1MON/EXISTING/
	73	5		/CALSIM/15N_SA_CU/LANDUSE//1MON/EXISTING/
	73	6		/CALSIM/15N_SA_DB/LANDUSE//1MON/EXISTING/
	73	7		/CALSIM/15N_SA_FI/LANDUSE//1MON/EXISTING/
	73	8		/CALSIM/15N_SA_GR/LANDUSE//1MON/EXISTING/
	73	9		/CALSIM/15N_SA_OG/LANDUSE//1MON/EXISTING/
	73	10		/CALSIM/15N_SA_OR/LANDUSE//1MON/EXISTING/
	73	11		/CALSIM/15N_SA_PA/LANDUSE//1MON/EXISTING/
	73	12		/CALSIM/15N_SA_PO/LANDUSE//1MON/EXISTING/
	73	13		/CALSIM/15N_SA_RI/LANDUSE//1MON/EXISTING/
	73	14		/CALSIM/15N_SA_SB/LANDUSE//1MON/EXISTING/
	73	15		/CALSIM/15N_SA_SF/LANDUSE//1MON/EXISTING/
	73	16		/CALSIM/15N_SA_SO/LANDUSE//1MON/EXISTING/
	73	17		/CALSIM/15N_SA_TH/LANDUSE//1MON/EXISTING/
	73	18		/CALSIM/15N_SA_TM/LANDUSE//1MON/EXISTING/
	73	19		/CALSIM/15N_SA_TR/LANDUSE//1MON/EXISTING/
	73	20		/CALSIM/15N_SA_VI/LANDUSE//1MON/EXISTING/
	73	21		/CALSIM/15N_SA_UR/LANDUSE//1MON/EXISTING/
	73	22		/CALSIM/15N_SA_NV/LANDUSE//1MON/EXISTING/
	74	1		/CALSIM/15N_NU_AL/LANDUSE//1MON/EXISTING/
	74	2		/CALSIM/15N_NU_AP/LANDUSE//1MON/EXISTING/
	74	3		/CALSIM/15N_NU_CO/LANDUSE//1MON/EXISTING/
	74	4		/CALSIM/15N_NU_CR/LANDUSE//1MON/EXISTING/
	74	5		/CALSIM/15N_NU_CU/LANDUSE//1MON/EXISTING/
	74	6		/CALSIM/15N_NU_DB/LANDUSE//1MON/EXISTING/
	74	7		/CALSIM/15N_NU_FI/LANDUSE//1MON/EXISTING/
	74	8		/CALSIM/15N_NU_GR/LANDUSE//1MON/EXISTING/
	74	9		/CALSIM/15N_NU_OG/LANDUSE//1MON/EXISTING/
	74	10		/CALSIM/15N_NU_OR/LANDUSE//1MON/EXISTING/
	74	11		/CALSIM/15N_NU_PA/LANDUSE//1MON/EXISTING/
	74	12		/CALSIM/15N_NU_PO/LANDUSE//1MON/EXISTING/
	74	13		/CALSIM/15N_NU_RI/LANDUSE//1MON/EXISTING/
	74	14		/CALSIM/15N_NU_SB/LANDUSE//1MON/EXISTING/
	74	15		/CALSIM/15N_NU_SF/LANDUSE//1MON/EXISTING/
	74	16		/CALSIM/15N_NU_SO/LANDUSE//1MON/EXISTING/
	74	17		/CALSIM/15N_NU_TH/LANDUSE//1MON/EXISTING/
	74	18		/CALSIM/15N_NU_TM/LANDUSE//1MON/EXISTING/
	74	19		/CALSIM/15N_NU_TR/LANDUSE//1MON/EXISTING/
	74	20		/CALSIM/15N_NU_VI/LANDUSE//1MON/EXISTING/
	74	21		/CALSIM/15N_NU_UR/LANDUSE//1MON/EXISTING/
	74	22		/CALSIM/15N_NU_NV/LANDUSE//1MON/EXISTING/
	75	1		/CALSIM/15S_NA1_AL/LANDUSE//1MON/EXISTING/
	75	2		/CALSIM/15S_NA1_AP/LANDUSE//1MON/EXISTING/
	75	3		/CALSIM/15S_NA1_CO/LANDUSE//1MON/EXISTING/
	75	4		/CALSIM/15S_NA1_CR/LANDUSE//1MON/EXISTING/
	75	5		/CALSIM/15S_NA1_CU/LANDUSE//1MON/EXISTING/
	75	6		/CALSIM/15S_NA1_DB/LANDUSE//1MON/EXISTING/
	75	7		/CALSIM/15S_NA1_FI/LANDUSE//1MON/EXISTING/
	75	8		/CALSIM/15S_NA1_GR/LANDUSE//1MON/EXISTING/
	75	9		/CALSIM/15S_NA1_OG/LANDUSE//1MON/EXISTING/
	75	10		/CALSIM/15S_NA1_OR/LANDUSE//1MON/EXISTING/
	75	11		/CALSIM/15S_NA1_PA/LANDUSE//1MON/EXISTING/
	75	12		/CALSIM/15S_NA1_PO/LANDUSE//1MON/EXISTING/
	75	13		/CALSIM/15S_NA1_RI/LANDUSE//1MON/EXISTING/
	75	14		/CALSIM/15S_NA1_SB/LANDUSE//1MON/EXISTING/
	75	15		/CALSIM/15S_NA1_SF/LANDUSE//1MON/EXISTING/
	75	16		/CALSIM/15S_NA1_SO/LANDUSE//1MON/EXISTING/
	75	17		/CALSIM/15S_NA1_TH/LANDUSE//1MON/EXISTING/
	75	18		/CALSIM/15S_NA1_TM/LANDUSE//1MON/EXISTING/
	75	19		/CALSIM/15S_NA1_TR/LANDUSE//1MON/EXISTING/
	75	20		/CALSIM/15S_NA1_VI/LANDUSE//1MON/EXISTING/
	75	21		/CALSIM/15S_NA1_UR/LANDUSE//1MON/EXISTING/
	75	22		/CALSIM/15S_NA1_NV/LANDUSE//1MON/EXISTING/
	76	1		/CALSIM/15S_NA2_AL/LANDUSE//1MON/EXISTING/
	76	2		/CALSIM/15S_NA2_AP/LANDUSE//1MON/EXISTING/
	76	3		/CALSIM/15S_NA2_CO/LANDUSE//1MON/EXISTING/
	76	4		/CALSIM/15S_NA2_CR/LANDUSE//1MON/EXISTING/
	76	5		/CALSIM/15S_NA2_CU/LANDUSE//1MON/EXISTING/
	76	6		/CALSIM/15S_NA2_DB/LANDUSE//1MON/EXISTING/
	76	7		/CALSIM/15S_NA2_FI/LANDUSE//1MON/EXISTING/
	76	8		/CALSIM/15S_NA2_GR/LANDUSE//1MON/EXISTING/
	76	9		/CALSIM/15S_NA2_OG/LANDUSE//1MON/EXISTING/
	76	10		/CALSIM/15S_NA2_OR/LANDUSE//1MON/EXISTING/
	76	11		/CALSIM/15S_NA2_PA/LANDUSE//1MON/EXISTING/
	76	12		/CALSIM/15S_NA2_PO/LANDUSE//1MON/EXISTING/
	76	13		/CALSIM/15S_NA2_RI/LANDUSE//1MON/EXISTING/
	76	14		/CALSIM/15S_NA2_SB/LANDUSE//1MON/EXISTING/
	76	15		/CALSIM/15S_NA2_SF/LANDUSE//1MON/EXISTING/
	76	16		/CALSIM/15S_NA2_SO/LANDUSE//1MON/EXISTING/
	76	17		/CALSIM/15S_NA2_TH/LANDUSE//1MON/EXISTING/
	76	18		/CALSIM/15S_NA2_TM/LANDUSE//1MON/EXISTING/
	76	19		/CALSIM/15S_NA2_TR/LANDUSE//1MON/EXISTING/
	76	20		/CALSIM/15S_NA2_VI/LANDUSE//1MON/EXISTING/
	76	21		/CALSIM/15S_NA2_UR/LANDUSE//1MON/EXISTING/
	76	22		/CALSIM/15S_NA2_NV/LANDUSE//1MON/EXISTING/
	77	1		/CALSIM/15S_SA_AL/LANDUSE//1MON/EXISTING/
	77	2		/CALSIM/15S_SA_AP/LANDUSE//1MON/EXISTING/
	77	3		/CALSIM/15S_SA_CO/LANDUSE//1MON/EXISTING/
	77	4		/CALSIM/15S_SA_CR/LANDUSE//1MON/EXISTING/
	77	5		/CALSIM/15S_SA_CU/LANDUSE//1MON/EXISTING/
	77	6		/CALSIM/15S_SA_DB/LANDUSE//1MON/EXISTING/
	77	7		/CALSIM/15S_SA_FI/LANDUSE//1MON/EXISTING/
	77	8		/CALSIM/15S_SA_GR/LANDUSE//1MON/EXISTING/
	77	9		/CALSIM/15S_SA_OG/LANDUSE//1MON/EXISTING/
	77	10		/CALSIM/15S_SA_OR/LANDUSE//1MON/EXISTING/
	77	11		/CALSIM/15S_SA_PA/LANDUSE//1MON/EXISTING/
	77	12		/CALSIM/15S_SA_PO/LANDUSE//1MON/EXISTING/
	77	13		/CALSIM/15S_SA_RI/LANDUSE//1MON/EXISTING/
	77	14		/CALSIM/15S_SA_SB/LANDUSE//1MON/EXISTING/
	77	15		/CALSIM/15S_SA_SF/LANDUSE//1MON/EXISTING/
	77	16		/CALSIM/15S_SA_SO/LANDUSE//1MON/EXISTING/
	77	17		/CALSIM/15S_SA_TH/LANDUSE//1MON/EXISTING/
	77	18		/CALSIM/15S_SA_TM/LANDUSE//1MON/EXISTING/
	77	19		/CALSIM/15S_SA_TR/LANDUSE//1MON/EXISTING/
	77	20		/CALSIM/15S_SA_VI/LANDUSE//1MON/EXISTING/
	77	21		/CALSIM/15S_SA_UR/LANDUSE//1MON/EXISTING/
	77	22		/CALSIM/15S_SA_NV/LANDUSE//1MON/EXISTING/
	78	1		/CALSIM/15S_NU_AL/LANDUSE//1MON/EXISTING/
	78	2		/CALSIM/15S_NU_AP/LANDUSE//1MON/EXISTING/
	78	3		/CALSIM/15S_NU_CO/LANDUSE//1MON/EXISTING/
	78	4		/CALSIM/15S_NU_CR/LANDUSE//1MON/EXISTING/
	78	5		/CALSIM/15S_NU_CU/LANDUSE//1MON/EXISTING/
	78	6		/CALSIM/15S_NU_DB/LANDUSE//1MON/EXISTING/
	78	7		/CALSIM/15S_NU_FI/LANDUSE//1MON/EXISTING/
	78	8		/CALSIM/15S_NU_GR/LANDUSE//1MON/EXISTING/
	78	9		/CALSIM/15S_NU_OG/LANDUSE//1MON/EXISTING/
	78	10		/CALSIM/15S_NU_OR/LANDUSE//1MON/EXISTING/
	78	11		/CALSIM/15S_NU_PA/LANDUSE//1MON/EXISTING/
	78	12		/CALSIM/15S_NU_PO/LANDUSE//1MON/EXISTING/
	78	13		/CALSIM/15S_NU_RI/LANDUSE//1MON/EXISTING/
	78	14		/CALSIM/15S_NU_SB/LANDUSE//1MON/EXISTING/
	78	15		/CALSIM/15S_NU_SF/LANDUSE//1MON/EXISTING/
	78	16		/CALSIM/15S_NU_SO/LANDUSE//1MON/EXISTING/
	78	17		/CALSIM/15S_NU_TH/LANDUSE//1MON/EXISTING/
	78	18		/CALSIM/15S_NU_TM/LANDUSE//1MON/EXISTING/
	78	19		/CALSIM/15S_NU_TR/LANDUSE//1MON/EXISTING/
	78	20		/CALSIM/15S_NU_VI/LANDUSE//1MON/EXISTING/
	78	21		/CALSIM/15S_NU_UR/LANDUSE//1MON/EXISTING/
	78	22		/CALSIM/15S_NU_NV/LANDUSE//1MON/EXISTING/
	79	1		/CALSIM/16_NA1_AL/LANDUSE//1MON/EXISTING/
	79	2		/CALSIM/16_NA1_AP/LANDUSE//1MON/EXISTING/
	79	3		/CALSIM/16_NA1_CO/LANDUSE//1MON/EXISTING/
	79	4		/CALSIM/16_NA1_CR/LANDUSE//1MON/EXISTING/
	79	5		/CALSIM/16_NA1_CU/LANDUSE//1MON/EXISTING/
	79	6		/CALSIM/16_NA1_DB/LANDUSE//1MON/EXISTING/
	79	7		/CALSIM/16_NA1_FI/LANDUSE//1MON/EXISTING/
	79	8		/CALSIM/16_NA1_GR/LANDUSE//1MON/EXISTING/
	79	9		/CALSIM/16_NA1_OG/LANDUSE//1MON/EXISTING/
	79	10		/CALSIM/16_NA1_OR/LANDUSE//1MON/EXISTING/
	79	11		/CALSIM/16_NA1_PA/LANDUSE//1MON/EXISTING/
	79	12		/CALSIM/16_NA1_PO/LANDUSE//1MON/EXISTING/
	79	13		/CALSIM/16_NA1_RI/LANDUSE//1MON/EXISTING/
